Equipment_Dam,Model.Suffix_Dam,Workorder_Dam,DISCHARGED SPEED OF RESIN Collect Result_Dam,HEAD NORMAL COORDINATE X AXIS(Stage1) Collect Result_Dam,HEAD NORMAL COORDINATE X AXIS(Stage2) Collect Result_Dam,HEAD NORMAL COORDINATE X AXIS(Stage3) Collect Result_Dam,Head Clean Position Z Collect Result_Dam,Head Purge Position Z Collect Result_Dam,Head Zero Position Y Collect Result_Dam,Head Zero Position Z Collect Result_Dam,Machine Tact time Collect Result_Dam,PalletID Collect Result_Dam,Production Qty Collect Result_Dam,Receip No Collect Result_Dam,THICKNESS 1 Collect Result_Dam,THICKNESS 2 Collect Result_Dam,THICKNESS 3 Collect Result_Dam,1st Pressure Collect Result_AutoClave,1st Pressure 1st Pressure Unit Time_AutoClave,2nd Pressure Collect Result_AutoClave,2nd Pressure Unit Time_AutoClave,3rd Pressure Collect Result_AutoClave,3rd Pressure Unit Time_AutoClave,Chamber Temp. Collect Result_AutoClave,Chamber Temp. Unit Time_AutoClave,Chamber Temp. Judge Value_AutoClave,DISCHARGED SPEED OF RESIN Collect Result_Fill1,Head Purge Position Z Collect Result_Fill1,Machine Tact time Collect Result_Fill1,Head Purge Position Z Collect Result_Fill2,Machine Tact time Collect Result_Fill2,Set ID,CURE DpS X Collect Result_Dam,CURE DpS Z Collect Result_Dam,CURE DpS Θ Collect Result_Dam,CURE DpS X Collect Result_Fill2,CURE DpS Z Collect Result_Fill2,CURE DpS Θ Collect Result_Fill2,Average Stage1 CL Distance Speed Collect Result_Dam,Average Stage2 CL Distance Speed Collect Result_Dam,Average Stage3 CL Distance Speed Collect Result_Dam,HEAD NORMAL COORDINATE Y AXIS(Stage) Collect Result_Dam,HEAD NORMAL COORDINATE Z AXIS(Stage) Collect Result_Dam,HEAD NORMAL COORDINATE Y AXIS(Stage) Collect Result_Fill,HEAD NORMAL COORDINATE Z AXIS(Stage) Collect Result_Fill,HEAD NORMAL COORDINATE X AXIS(Stage) Collect Result_Fill
0.0,0.0,0.43891402714932126,0.0,0.9992325402916344,0.584905660377359,0.007858048162230624,0.7210526315789458,0.7055555555555557,0.0,0.0,0.027643979057591625,0.13333333333333336,0.381578947368421,0.0,0.5934065934065934,0.9690265486725663,0.8309859154929577,0.6296296296296298,0.8033333333333333,0.021558872305140975,0.49723756906077343,0.3185550082101807,0.6666666666666667,0.8461538461538463,0.8361266294227188,1.0,0.9724770642201833,0.9999999999999998,0.3888566453859547,0.0,0.007871064467766115,0.0,0.30847457627118646,1.0,0.9999999999999998,0.07741935483870976,0.0,0.26666666666666705,0.0,0.0,0.0,0.00021229168878045268,0.7590909090909044,0.0005582226191805373,0.9742973565980577,0.002362470469118527
1.0,0.16666666666666666,0.717948717948718,1.0,0.0,0.37735849056603854,0.9911280101394169,0.7210526315789458,0.7055555555555557,0.0,1.0,0.014031413612565442,0.7333333333333334,0.22368421052631576,0.0,0.5934065934065934,0.9690265486725663,0.8309859154929577,0.40740740740740655,0.8,0.3200663349917081,0.0055248618784530384,0.3185550082101807,0.6611111111111112,0.8461538461538463,0.6666666666666666,1.0,0.9724770642201833,0.7166666666666666,0.3337202553685432,0.0,0.007121439280359812,0.0,1.0,0.4117647058823529,0.9999999999999998,0.07741935483870976,0.0,0.26666666666666705,0.5,0.1875,0.5,0.9892085058203308,0.6936363636363616,0.9989207696029176,0.9668529934176107,0.08437394532568376
0.0,0.0,0.08446455505279035,0.0,0.9920695830135584,0.15094339622640973,0.0025348542458808465,1.0,1.0,1.0,0.0,0.04952879581151834,0.4,0.5361842105263157,0.0,0.5934065934065934,0.9690265486725663,0.8309859154929577,0.518518518518519,1.0,0.014925373134328401,0.3314917127071823,0.31691297208538594,0.6611111111111112,0.8461538461538463,0.8882681564245809,1.0,0.9999999999999999,0.0,0.5304701102727801,0.0,0.004872563718140932,0.0,0.30847457627118646,1.0,0.9999999999999998,0.07741935483870976,0.0,0.26666666666666705,1.0,1.0,1.0,0.00010614584439017083,1.0,0.00033493357150821135,0.9664611848291713,0.00523118461019223
0.0,0.0,0.07088989441930618,0.0,0.9920695830135584,0.15094339622640973,0.0025348542458808465,1.0,1.0,1.0,0.0,0.044188481675392674,0.06666666666666667,0.0,0.0,0.5934065934065934,0.9690265486725663,0.8309859154929577,1.0,1.0,0.041459369817578806,0.3314917127071823,0.32183908045977017,0.6611111111111112,0.9230769230769234,0.8882681564245809,1.0,0.9999999999999999,0.0,0.48984329657574005,0.0,0.00749625187406297,0.0,0.30847457627118646,1.0,0.9999999999999998,0.07741935483870976,0.0,0.26666666666666705,1.0,1.0,1.0,0.00010614584439017083,1.0,0.00033493357150821135,0.9664611848291713,0.00523118461019223
0.0,0.0,0.4419306184012067,0.0,0.9992325402916344,0.584905660377359,0.007858048162230624,0.7210526315789458,0.7055555555555557,0.0,0.0,0.027958115183246077,0.2,0.1513157894736842,0.0,0.5934065934065934,0.9690265486725663,0.8309859154929577,0.48148148148148096,0.8033333333333333,0.016583747927031545,0.49723756906077343,0.3185550082101807,0.6666666666666667,0.8461538461538463,0.8361266294227188,1.0,0.9724770642201833,0.9999999999999998,0.3888566453859547,0.0,0.010494752623688153,0.0,0.30847457627118646,1.0,0.9999999999999998,0.07741935483870976,0.0,0.26666666666666705,0.0,0.0,0.0,0.00021229168878045268,0.7590909090909044,0.0005582226191805373,0.9742973565980577,0.002362470469118527
0.0,0.0,0.3695324283559578,0.0,0.995395241749808,0.3018867924528337,0.0032953105196451005,0.7210526315789458,0.7055555555555557,0.0,0.0,0.012041884816753931,0.26666666666666666,0.14967105263157893,0.0,0.5934065934065934,0.9690265486725663,0.8309859154929577,0.40740740740740655,0.8033333333333333,0.011608623548922115,0.6685082872928176,0.3152709359605912,0.6666666666666667,0.8461538461538463,0.8938547486033519,1.0,0.9724770642201833,0.9999999999999998,0.3273360417875798,0.0,0.00974512743628185,0.0,0.30847457627118646,1.0,0.9999999999999998,0.07741935483870976,0.0,0.26666666666666705,0.19999999999999996,0.625,0.19999999999999996,7.07638962601509e-05,0.7590909090909044,0.0004465780953443188,0.9742973565980577,0.0026999662504216815
1.0,0.0,0.880844645550528,1.0,0.0030698388334612914,0.6037735849056531,0.9941698352344741,0.0,0.7055555555555557,0.0,1.0,0.032565445026178017,0.6,0.4621710526315789,0.0,0.5934065934065934,0.9690265486725663,0.8309859154929577,0.7407407407407405,0.8033333333333333,0.32172470978441126,0.0055248618784530384,0.31362889983579645,0.6666666666666667,0.5769230769230769,0.6703910614525139,0.0,0.9724770642201833,0.7166666666666666,0.3401044689495067,0.0,0.010119940029985008,0.0,0.5744870651204281,0.08668730650154777,0.21052631578947367,0.07741935483870976,0.0,0.26666666666666705,0.3600000000000001,0.16249999999999998,0.3600000000000001,0.9892085058203308,0.04818181818181344,0.9989207696029176,0.9598004388256172,0.0828552143098209
1.0,0.0,0.8431372549019608,1.0,0.007162957278076254,0.8490566037735761,0.9979721166032953,0.0,0.7055555555555557,0.0,1.0,0.03371727748691099,1.0,0.2138157894736842,0.0,0.7472527472527473,0.7123893805309733,0.9154929577464789,0.7037037037037042,0.8,0.3233830845771144,0.0055248618784530384,0.3185550082101807,0.6611111111111112,0.7307692307692308,0.6666666666666666,1.0,0.9724770642201833,0.7166666666666666,0.3569355774811376,1.0000000000000004,0.013493253373313335,0.0,0.7146560319042872,0.1937716262975776,0.47058823529411753,0.17204301075268813,0.0,0.5925925925925926,0.355,0.16249999999999998,0.3600000000000001,0.9892085058203308,0.04818181818181344,0.9990138067061145,0.9598004388256172,0.08420519743503174
0.0,0.0,0.09049773755656108,0.0,0.9920695830135584,0.056603773584910755,0.0,1.0,1.0,0.0,0.0,0.0455497382198953,0.4666666666666667,0.5016447368421052,0.0,0.5934065934065934,0.9690265486725663,0.8309859154929577,0.7407407407407405,0.8033333333333333,0.02487562189054726,0.6629834254143646,0.31691297208538594,0.6611111111111112,0.7692307692307692,0.8901303538175046,1.0,0.9724770642201833,0.0,0.5229251305861868,0.0,0.005997001499250365,0.0,0.30847457627118646,1.0,0.9999999999999998,0.07741935483870976,0.1,0.26666666666666705,1.0,0.625,1.0,0.00010614584439017083,1.0,0.00033493357150821135,0.9742973565980577,0.0026999662504216815
1.0,0.0,0.47511312217194573,1.0,0.00767459708365309,0.9245283018867951,0.9989860583016477,0.7210526315789458,0.7055555555555557,0.0,0.0,0.01246073298429319,0.7333333333333334,0.2582236842105263,0.0,0.5934065934065934,0.9690265486725663,0.8309859154929577,0.6296296296296298,0.8033333333333333,0.021558872305140975,0.0055248618784530384,0.3201970443349754,0.6666666666666667,0.6153846153846154,0.6703910614525139,0.0,0.9724770642201833,0.9999999999999998,0.3284968078932095,0.0,0.009370314842578706,0.0,1.0,0.4117647058823529,0.9999999999999998,0.07741935483870976,0.0,0.26666666666666705,0.5,0.3125,0.5,0.9491561405370983,0.7590909090909044,0.9989207696029176,0.9507888412913985,0.08521768477894032
